,hub_diam1,hub_diam2,hub_width1,hub_width2,jobname,rim_I11,rim_I22,rim_I33,rim_Iw,rim_area,rim_perturb,rim_radius,rim_shear_mod,rim_young_mod,sim_time,sim_type,sim_u2,spk_T,spk_Tn,spk_diameter,spk_eltype,spk_num,spk_paired,spk_young_mod,wheel_pickle,wheel_type
track_0.20,0.05,0.05,0.03,0.03,track_0.20,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,334.255622395,0.2,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.20.pkl,track
track_0.30,0.05,0.05,0.03,0.03,track_0.30,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,501.383433593,0.3,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.30.pkl,track
track_0.40,0.05,0.05,0.03,0.03,track_0.40,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,668.51124479,0.4,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.40.pkl,track
track_0.50,0.05,0.05,0.03,0.03,track_0.50,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,835.639055988,0.5,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.50.pkl,track
track_0.60,0.05,0.05,0.03,0.03,track_0.60,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1002.76686719,0.6,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.60.pkl,track
track_0.70,0.05,0.05,0.03,0.03,track_0.70,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1169.89467838,0.7,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.70.pkl,track
track_0.80,0.05,0.05,0.03,0.03,track_0.80,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1337.02248958,0.8,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.80.pkl,track
track_0.90,0.05,0.05,0.03,0.03,track_0.90,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1504.15030078,0.9,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.90.pkl,track
track_0.95,0.05,0.05,0.03,0.03,track_0.95,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1587.71420638,0.95,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.95.pkl,track
tandem_0.00,0.05,0.05,0.035,0.035,tandem_0.00,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,0.0,0.0,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.00.pkl,tandem
tandem_0.10,0.05,0.05,0.035,0.035,tandem_0.10,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,181.564619189,0.1,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.10.pkl,tandem
tandem_0.20,0.05,0.05,0.035,0.035,tandem_0.20,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,363.129238379,0.2,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.20.pkl,tandem
tandem_0.30,0.05,0.05,0.035,0.035,tandem_0.30,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,544.693857568,0.3,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.30.pkl,tandem
tandem_0.40,0.05,0.05,0.035,0.035,tandem_0.40,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,726.258476757,0.4,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.40.pkl,tandem
tandem_0.50,0.05,0.05,0.035,0.035,tandem_0.50,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,907.823095947,0.5,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.50.pkl,tandem
tandem_0.60,0.05,0.05,0.035,0.035,tandem_0.60,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1089.38771514,0.6,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.60.pkl,tandem
tandem_0.70,0.05,0.05,0.035,0.035,tandem_0.70,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1270.95233433,0.7,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.70.pkl,tandem
tandem_0.80,0.05,0.05,0.035,0.035,tandem_0.80,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1452.51695351,0.8,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.80.pkl,tandem
tandem_0.90,0.05,0.05,0.035,0.035,tandem_0.90,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1634.0815727,0.9,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.90.pkl,tandem
tandem_0.95,0.05,0.05,0.035,0.035,tandem_0.95,3.07692307692e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,1724.8638823,0.95,0.00141421356237,truss,80.0,1.0,2.1e+11,tandem_0.95.pkl,tandem
high_wheel_0.00,0.05,0.05,0.045,0.045,high_wheel_0.00,3.84615384615e-09,4.34782608696e-09,4.34782608696e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.6,26000000000.0,69000000000.0,1.0,exp,auto,0.0,0.0,0.00141421356237,truss,128.0,1.0,2.1e+11,high_wheel_0.00.pkl,high_wheel
high_wheel_0.10,0.05,0.05,0.045,0.045,high_wheel_0.10,3.84615384615e-09,4.34782608696e-09,4.34782608696e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.6,26000000000.0,69000000000.0,1.0,exp,auto,50.8215787905,0.1,0.00141421356237,truss,128.0,1.0,2.1e+11,high_wheel_0.10.pkl,high_wheel
high_wheel_0.20,0.05,0.05,0.045,0.045,high_wheel_0.20,3.84615384615e-09,4.34782608696e-09,4.34782608696e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.6,26000000000.0,69000000000.0,1.0,exp,auto,101.643157581,0.2,0.00141421356237,truss,128.0,1.0,2.1e+11,high_wheel_0.20.pkl,high_wheel
high_wheel_0.30,0.05,0.05,0.045,0.045,high_wheel_0.30,3.84615384615e-09,4.34782608696e-09,4.34782608696e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.6,26000000000.0,69000000000.0,1.0,exp,auto,152.464736372,0.3,0.00141421356237,truss,128.0,1.0,2.1e+11,high_wheel_0.30.pkl,high_wheel
